Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Datetime
2022-11-08 00:00:00-05:00,226.511712663534,229.4334829740503,223.67907757339844,226.68008422851562,28192500,0.0,0.0,2022-11-08 00:00:00-05:00
2022-11-09 00:00:00-05:00,225.19443623080127,226.44238976428744,222.18353070712715,222.36180114746094,27852900,0.0,0.0,2022-11-09 00:00:00-05:00
2022-11-10 00:00:00-05:00,233.17731318678062,241.00173219151827,232.75143483674924,240.6550750732422,46268000,0.0,0.0,2022-11-10 00:00:00-05:00
2022-11-11 00:00:00-05:00,240.66500123395488,245.61715967243694,239.61513095025458,244.74557495117188,34620200,0.0,0.0,2022-11-11 00:00:00-05:00
2022-11-14 00:00:00-05:00,239.67456187793948,241.57618884394,236.92116308326072,239.23876953125,31123300,0.0,0.0,2022-11-14 00:00:00-05:00
2022-11-15 00:00:00-05:00,243.30943446169067,244.63660920032393,237.73329962641733,239.6547393798828,31390100,0.0,0.0,2022-11-15 00:00:00-05:00
2022-11-16 00:00:00-05:00,241.14456487640618,242.14772963684803,238.79063161269113,240.0917510986328,24093300,0.68,0.0,2022-11-16 00:00:00-05:00
2022-11-17 00:00:00-05:00,236.16852080636676,241.60145084141794,236.01954344559397,240.04208374023438,23123500,0.0,0.0,2022-11-17 00:00:00-05:00
2022-11-18 00:00:00-05:00,241.85969402587736,242.08814619634606,237.41005984107014,239.58522033691406,27613500,0.0,0.0,2022-11-18 00:00:00-05:00
2022-11-21 00:00:00-05:00,239.7937832077798,243.0118306682838,239.55541942540177,240.4095916748047,26394700,0.0,0.0,2022-11-21 00:00:00-05:00
2022-11-22 00:00:00-05:00,241.9391566585216,243.64750121718444,239.078685082115,243.36940002441406,19665700,0.0,0.0,2022-11-22 00:00:00-05:00
2022-11-23 00:00:00-05:00,243.44885321776505,246.59736783165454,242.6145496615765,245.90211486816406,19508500,0.0,0.0,2022-11-23 00:00:00-05:00
2022-11-25 00:00:00-05:00,245.63392564014535,247.01450471130022,245.05785460360474,245.81271362304688,9200800,0.0,0.0,2022-11-25 00:00:00-05:00
2022-11-28 00:00:00-05:00,244.4122815137195,244.97841065919974,239.16806606169106,240.12155151367188,24778200,0.0,0.0,2022-11-28 00:00:00-05:00
2022-11-29 00:00:00-05:00,239.7639887323498,241.1445678807509,236.59562058716523,238.7012481689453,17956300,0.0,0.0,2022-11-29 00:00:00-05:00
2022-11-30 00:00:00-05:00,238.93962459379136,253.59958817651997,238.23442971286067,253.41087341308594,47594200,0.0,0.0,2022-11-30 00:00:00-05:00
2022-12-01 00:00:00-05:00,252.14946300742994,254.38421426862107,249.2194588293881,252.9639129638672,26041500,0.0,0.0,2022-12-01 00:00:00-05:00
2022-12-02 00:00:00-05:00,248.1269313948658,254.32463207293836,247.9978075789468,253.29168701171875,21528500,0.0,0.0,2022-12-02 00:00:00-05:00
2022-12-05 00:00:00-05:00,250.30209501947076,252.0998411806482,246.37886763557145,248.50436401367188,23435300,0.0,0.0,2022-12-05 00:00:00-05:00
2022-12-06 00:00:00-05:00,249.12015290289318,250.15309795868566,242.1278558215779,243.45877075195312,22463700,0.0,0.0,2022-12-06 00:00:00-05:00
2022-12-07 00:00:00-05:00,243.17074108722744,244.49172923609046,240.56850218869963,242.71385192871094,20481500,0.0,0.0,2022-12-07 00:00:00-05:00
2022-12-08 00:00:00-05:00,243.18066445838173,247.05424243566745,241.41272910321553,245.7233123779297,22611800,0.0,0.0,2022-12-08 00:00:00-05:00
2022-12-09 00:00:00-05:00,243.04162273689226,246.62715774859313,242.50528907867607,243.75674438476562,20609700,0.0,0.0,2022-12-09 00:00:00-05:00
2022-12-12 00:00:00-05:00,245.77298571200956,250.8284862683027,245.49488453265127,250.79869079589844,30665100,0.0,0.0,2022-12-12 00:00:00-05:00
2022-12-13 00:00:00-05:00,259.9164796420974,262.13137742085144,251.35490386736714,255.17881774902344,42196900,0.0,0.0,2022-12-13 00:00:00-05:00
2022-12-14 00:00:00-05:00,255.38740495958533,260.8103934180868,252.58650915270553,255.47679138183594,35410900,0.0,0.0,2022-12-14 00:00:00-05:00
2022-12-15 00:00:00-05:00,252.00050453862082,252.47724726656605,245.66373786002907,247.32241821289062,35560400,0.0,0.0,2022-12-15 00:00:00-05:00
2022-12-16 00:00:00-05:00,246.8655486682556,248.1467995089294,241.8596968901096,243.03170776367188,86102000,0.0,0.0,2022-12-16 00:00:00-05:00
2022-12-19 00:00:00-05:00,243.20053549832886,243.5481695406,237.09222133836712,238.82041931152344,29696400,0.0,0.0,2022-12-19 00:00:00-05:00
2022-12-20 00:00:00-05:00,237.7775414945653,241.26376335743262,236.80418735625994,240.16128540039062,25150800,0.0,0.0,2022-12-20 00:00:00-05:00
2022-12-21 00:00:00-05:00,240.0520318625944,243.95539036934568,238.482737948655,242.77345275878906,23690600,0.0,0.0,2022-12-21 00:00:00-05:00
2022-12-22 00:00:00-05:00,239.62493078886075,240.34999435537355,232.28501479535336,236.57574462890625,28651700,0.0,0.0,2022-12-22 00:00:00-05:00
2022-12-23 00:00:00-05:00,234.50985199968142,237.25114165977578,232.3545601944912,237.11209106445312,21207000,0.0,0.0,2022-12-23 00:00:00-05:00
2022-12-27 00:00:00-05:00,237.08229353509807,237.31073054928058,234.23174877801168,235.35409545898438,16688600,0.0,0.0,2022-12-27 00:00:00-05:00
2022-12-28 00:00:00-05:00,235.28455826949715,238.09538072902333,232.58299092872915,232.9405517578125,17457100,0.0,0.0,2022-12-28 00:00:00-05:00
2022-12-29 00:00:00-05:00,234.052957628945,240.28046911770085,234.052957628945,239.3766326904297,19770700,0.0,0.0,2022-12-29 00:00:00-05:00
2022-12-30 00:00:00-05:00,236.59561281423095,238.3337527359608,235.05611442390907,238.1947021484375,21938500,0.0,0.0,2022-12-30 00:00:00-05:00
2023-01-03 00:00:00-05:00,241.43260927868877,244.0845124374925,235.7910956780756,237.95632934570312,25740000,0.0,0.0,2023-01-03 00:00:00-05:00
2023-01-04 00:00:00-05:00,230.7058047013727,231.2918025514642,224.4286441071597,227.54736328125,50623400,0.0,0.0,2023-01-04 00:00:00-05:00
2023-01-05 00:00:00-05:00,225.6602189094587,226.00785295435253,220.2570844099658,220.80335998535156,39585600,0.0,0.0,2023-01-05 00:00:00-05:00
2023-01-06 00:00:00-05:00,221.48869629846308,224.22998591779051,217.86343894586366,223.40560913085938,43613600,0.0,0.0,2023-01-06 00:00:00-05:00
2023-01-09 00:00:00-05:00,224.9153072916648,229.67285314430194,224.87558504674809,225.5807647705078,27369800,0.0,0.0,2023-01-09 00:00:00-05:00
2023-01-10 00:00:00-05:00,226.2164173879344,229.74236132652536,225.78933886245014,227.29904174804688,27033900,0.0,0.0,2023-01-10 00:00:00-05:00
2023-01-11 00:00:00-05:00,229.72250049100683,234.35092249209475,229.5437276571152,234.17214965820312,28669300,0.0,0.0,2023-01-11 00:00:00-05:00
2023-01-12 00:00:00-05:00,233.66559577305844,238.27414906339413,231.9771200058287,236.89356994628906,27269500,0.0,0.0,2023-01-12 00:00:00-05:00
2023-01-13 00:00:00-05:00,235.3938208504726,237.74775420925627,233.32791545643065,237.60870361328125,21333300,0.0,0.0,2023-01-13 00:00:00-05:00
2023-01-17 00:00:00-05:00,236.3572399087691,239.2773174765771,235.4831989618394,238.7211151123047,29831300,0.0,0.0,2023-01-17 00:00:00-05:00
2023-01-18 00:00:00-05:00,239.93284136836266,240.73734941920688,233.9238403397404,234.2118682861328,30028700,0.0,0.0,2023-01-18 00:00:00-05:00
2023-01-19 00:00:00-05:00,232.1956379001244,233.9238511242864,229.11664098653628,230.35816955566406,28623000,0.0,0.0,2023-01-19 00:00:00-05:00
2023-01-20 00:00:00-05:00,233.26832013473367,239.108475366928,232.92068607362572,238.5919952392578,35389800,0.0,0.0,2023-01-20 00:00:00-05:00
2023-01-23 00:00:00-05:00,239.4660238748905,243.5084328024637,238.02583868618194,240.9359893798828,31934000,0.0,0.0,2023-01-23 00:00:00-05:00
2023-01-24 00:00:00-05:00,240.8565473943839,242.29671753329526,238.810510694987,240.399658203125,40234400,0.0,0.0,2023-01-24 00:00:00-05:00
2023-01-25 00:00:00-05:00,232.89087895823616,241.65111136860438,229.33513949944148,238.97933959960938,66526600,0.0,0.0,2023-01-25 00:00:00-05:00
2023-01-26 00:00:00-05:00,241.99873430943003,246.62715629324873,240.35992271669448,246.3192596435547,33454500,0.0,0.0,2023-01-26 00:00:00-05:00
2023-01-27 00:00:00-05:00,247.30255669517757,248.1368602310303,245.15719175551834,246.47817993164062,26498900,0.0,0.0,2023-01-27 00:00:00-05:00
2023-01-30 00:00:00-05:00,242.85291351682199,243.9355379410493,240.55857115894526,241.06512451171875,25867400,0.0,0.0,2023-01-30 00:00:00-05:00
2023-01-31 00:00:00-05:00,241.80010192890217,246.26960479322707,241.30349049953273,246.13055419921875,26541100,0.0,0.0,2023-01-31 00:00:00-05:00
2023-02-01 00:00:00-05:00,246.31925528174455,253.4505877366914,243.80640280117953,251.0370635986328,31259900,0.0,0.0,2023-02-01 00:00:00-05:00
2023-02-02 00:00:00-05:00,257.0659061908142,262.89611858334064,255.50653927904008,262.8067321777344,39940400,0.0,0.0,2023-02-02 00:00:00-05:00
2023-02-03 00:00:00-05:00,257.78105867203635,262.4094806412304,255.3575925712437,256.59912109375,29077300,0.0,0.0,2023-02-03 00:00:00-05:00
2023-02-06 00:00:00-05:00,255.69527300942934,256.5494300447251,253.05329679695654,255.02980041503906,22518000,0.0,0.0,2023-02-06 00:00:00-05:00
2023-02-07 00:00:00-05:00,258.76434865798757,266.94849526658015,258.3173862498726,265.7467041015625,50841400,0.0,0.0,2023-02-07 00:00:00-05:00
2023-02-08 00:00:00-05:00,271.34848559902093,274.88435640099067,264.40583750019556,264.9223327636719,54686000,0.0,0.0,2023-02-08 00:00:00-05:00
2023-02-09 00:00:00-05:00,271.9444059440675,272.12320909438495,261.0189545242279,261.8334045410156,42375100,0.0,0.0,2023-02-09 00:00:00-05:00
2023-02-10 00:00:00-05:00,259.75755797641705,262.30020592254067,258.89345898912364,261.3169250488281,25818500,0.0,0.0,2023-02-10 00:00:00-05:00
2023-02-13 00:00:00-05:00,265.8261487621638,272.738970547618,265.3394490081067,269.481201171875,44630900,0.0,0.0,2023-02-13 00:00:00-05:00
2023-02-14 00:00:00-05:00,270.8221119574945,273.1065125915721,267.45507164706447,270.32550048828125,37047900,0.0,0.0,2023-02-14 00:00:00-05:00
2023-02-15 00:00:00-05:00,267.1690842890624,269.5687505605419,265.03824894923866,268.164794921875,28922400,0.68,0.0,2023-02-15 00:00:00-05:00
2023-02-16 00:00:00-05:00,262.887486548321,265.5958204399719,260.7765850596338,261.0255126953125,29603600,0.0,0.0,2023-02-16 00:00:00-05:00
2023-02-17 00:00:00-05:00,258.27737602248203,258.9743551805301,254.90190264790783,256.95306396484375,30000100,0.0,0.0,2023-02-17 00:00:00-05:00
2023-02-21 00:00:00-05:00,253.38841529656136,254.3940926709817,250.51081242857373,251.586181640625,28397400,0.0,0.0,2023-02-21 00:00:00-05:00
2023-02-22 00:00:00-05:00,253.0001027744181,253.24903042448383,249.26618802343194,250.43116760253906,22491100,0.0,0.0,2023-02-22 00:00:00-05:00
2023-02-23 00:00:00-05:00,254.46378972036956,255.73829802890347,249.4055782237905,253.67718505859375,29219100,0.0,0.0,2023-02-23 00:00:00-05:00
2023-02-24 00:00:00-05:00,248.88781699803096,249.92334929010082,247.03579475810787,248.15098571777344,24990900,0.0,0.0,2023-02-24 00:00:00-05:00
2023-02-27 00:00:00-05:00,251.37709718854634,251.73555360148166,248.32025844582878,249.0869598388672,21190000,0.0,0.0,2023-02-27 00:00:00-05:00
2023-02-28 00:00:00-05:00,248.00163859085316,250.41125634343973,247.66308545062427,248.35012817382812,22491000,0.0,0.0,2023-02-28 00:00:00-05:00
2023-03-01 00:00:00-05:00,249.6843688949643,249.853637863126,244.7356863084976,245.21363830566406,27565300,0.0,0.0,2023-03-01 00:00:00-05:00
2023-03-02 00:00:00-05:00,245.4924449067283,250.32163207164277,244.55647453681243,250.0328826904297,24808200,0.0,0.0,2023-03-02 00:00:00-05:00
2023-03-03 00:00:00-05:00,251.10825261913612,254.52353260237803,250.3116811195837,254.1949462890625,30760100,0.0,0.0,2023-03-03 00:00:00-05:00
2023-03-06 00:00:00-05:00,255.33005812924978,259.0042326204239,254.8819914044734,255.76817321777344,24109800,0.0,0.0,2023-03-06 00:00:00-05:00
2023-03-07 00:00:00-05:00,255.20060131290649,256.5846535603125,252.30309516499045,253.05982971191406,21473200,0.0,0.0,2023-03-07 00:00:00-05:00
2023-03-08 00:00:00-05:00,252.95029330080376,253.44814855979027,249.73415258188513,252.61175537109375,17340200,0.0,0.0,2023-03-08 00:00:00-05:00
2023-03-09 00:00:00-05:00,254.72268845402786,258.44663630805337,250.50087011552003,251.23770141601562,26653400,0.0,0.0,2023-03-09 00:00:00-05:00
2023-03-10 00:00:00-05:00,250.0030063763461,251.70566290625584,246.5379379212048,247.523681640625,28333900,0.0,0.0,2023-03-10 00:00:00-05:00
2023-03-13 00:00:00-04:00,246.3387886429749,256.8037164447645,244.67595381628487,252.83082580566406,33339700,0.0,0.0,2023-03-13 00:00:00-04:00
2023-03-14 00:00:00-04:00,255.64867717379082,259.9501539325741,254.7624954146901,259.6713562011719,33620300,0.0,0.0,2023-03-14 00:00:00-04:00
2023-03-15 00:00:00-04:00,258.86482090220704,265.336939006521,258.098104386995,264.3013916015625,46028000,0.0,0.0,2023-03-15 00:00:00-04:00
2023-03-16 00:00:00-04:00,264.07240877440205,275.3737305493293,262.1506945432969,275.0152893066406,54768800,0.0,0.0,2023-03-16 00:00:00-04:00
2023-03-17 00:00:00-04:00,277.066450371234,282.1146801850099,275.13476931291484,278.2314147949219,69527400,0.0,0.0,2023-03-17 00:00:00-04:00
2023-03-20 00:00:00-04:00,275.791911357041,276.2897666181029,268.6924904724308,271.0622863769531,43466600,0.0,0.0,2023-03-20 00:00:00-04:00
2023-03-21 00:00:00-04:00,273.7009089727119,273.8203893716609,268.3638848551615,272.6056213378906,34558700,0.0,0.0,2023-03-21 00:00:00-04:00
2023-03-22 00:00:00-04:00,272.22726394275713,279.83450728824965,271.01249583107756,271.1220397949219,34873300,0.0,0.0,2023-03-22 00:00:00-04:00
2023-03-23 00:00:00-04:00,276.74779187833235,279.85440392326404,274.019554703148,276.468994140625,36610900,0.0,0.0,2023-03-23 00:00:00-04:00
2023-03-24 00:00:00-04:00,276.0507829675344,279.426256315306,274.0991987991517,279.36651611328125,28172000,0.0,0.0,2023-03-24 00:00:00-04:00
2023-03-27 00:00:00-04:00,279.29681115716807,280.2526847833408,274.3381616455491,275.1944885253906,26840200,0.0,0.0,2023-03-27 00:00:00-04:00
2023-03-28 00:00:00-04:00,274.6070339797959,274.9555387659858,270.88305568509475,274.0494384765625,21878600,0.0,0.0,2023-03-28 00:00:00-04:00
2023-03-29 00:00:00-04:00,277.7633931849017,279.934065173565,277.215764563362,279.3067626953125,25087000,0.0,0.0,2023-03-29 00:00:00-04:00
2023-03-30 00:00:00-04:00,283.010824481681,283.2398184638779,280.27262043129286,282.8315734863281,25053400,0.0,0.0,2023-03-30 00:00:00-04:00
2023-03-31 00:00:00-04:00,282.5129801334906,288.02919499189824,281.7861004545987,287.0633544921875,32766000,0.0,0.0,2023-03-31 00:00:00-04:00
2023-04-03 00:00:00-04:00,285.2909789456807,287.033472427108,282.73202589825746,285.9979553222656,24883300,0.0,0.0,2023-04-03 00:00:00-04:00
2023-04-04 00:00:00-04:00,285.99795439464975,289.2041436055439,284.4446483557495,285.9481506347656,25824300,0.0,0.0,2023-04-04 00:00:00-04:00
2023-04-05 00:00:00-04:00,284.6238634470982,285.9182749922036,281.7064388627147,283.1203308105469,22064800,0.0,0.0,2023-04-05 00:00:00-04:00
2023-04-06 00:00:00-04:00,281.99515661369895,290.8271037119735,280.82022553976213,290.34918212890625,29770300,0.0,0.0,2023-04-06 00:00:00-04:00
2023-04-10 00:00:00-04:00,287.969430653357,288.35777234131854,283.4887333184539,288.148681640625,23103000,0.0,0.0,2023-04-10 00:00:00-04:00
2023-04-11 00:00:00-04:00,284.5243096696477,284.75333405145506,280.43195360698564,281.6168212890625,27276600,0.0,0.0,2023-04-11 00:00:00-04:00
2023-04-12 00:00:00-04:00,283.5684288217448,285.77890755782676,280.7505508217198,282.27398681640625,27403400,0.0,0.0,2023-04-12 00:00:00-04:00
2023-04-13 00:00:00-04:00,282.37354981627135,288.6564809244236,281.9553684038999,288.59674072265625,24222700,0.0,0.0,2023-04-13 00:00:00-04:00
2023-04-14 00:00:00-04:00,285.7689246516406,287.24258718835,282.4731251989615,284.9126281738281,20987900,0.0,0.0,2023-04-14 00:00:00-04:00
2023-04-17 00:00:00-04:00,288.6863455003493,290.34919544884804,284.9325277566623,287.5611877441406,23836200,0.0,0.0,2023-04-17 00:00:00-04:00
2023-04-18 00:00:00-04:00,290.31934266847196,290.5085301106259,285.77890483012914,287.133056640625,20161800,0.0,0.0,2023-04-18 00:00:00-04:00
2023-04-19 00:00:00-04:00,284.7632377971413,287.8101095136038,283.31947579590184,287.21270751953125,17150300,0.0,0.0,2023-04-19 00:00:00-04:00
2023-04-20 00:00:00-04:00,284.0264244897097,287.79020902208185,283.8571403319722,284.8827209472656,23244400,0.0,0.0,2023-04-20 00:00:00-04:00
2023-04-21 00:00:00-04:00,283.78748828902576,285.0420629841165,281.84584046121296,284.5342712402344,21676400,0.0,0.0,2023-04-21 00:00:00-04:00
2023-04-24 00:00:00-04:00,280.8800055412563,283.72775371950104,277.5244656090432,280.5613708496094,26611000,0.0,0.0,2023-04-24 00:00:00-04:00
2023-04-25 00:00:00-04:00,278.31110047502324,280.3921321392375,274.1888436951837,274.2386474609375,45772200,0.0,0.0,2023-04-25 00:00:00-04:00
2023-04-26 00:00:00-04:00,295.4273394235426,298.2850239086974,291.4743672297897,294.10302734375,64599200,0.0,0.0,2023-04-26 00:00:00-04:00
2023-04-27 00:00:00-04:00,294.7004496245593,303.8908688443848,293.9835368205714,303.5224304199219,46462600,0.0,0.0,2023-04-27 00:00:00-04:00
2023-04-28 00:00:00-04:00,302.70598768564764,307.6048667961201,302.0089781145326,305.9420471191406,36446700,0.0,0.0,2023-04-28 00:00:00-04:00
2023-05-01 00:00:00-04:00,305.65328420618175,307.2762973466272,303.84108362073493,304.24932861328125,21294100,0.0,0.0,2023-05-01 00:00:00-04:00
2023-05-02 00:00:00-04:00,306.4398708023574,307.8537626847408,302.60637933006353,304.0999450683594,26404400,0.0,0.0,2023-05-02 00:00:00-04:00
2023-05-03 00:00:00-04:00,305.30477805478426,307.28623241690065,302.7856314626095,303.09429931640625,22360800,0.0,0.0,2023-05-03 00:00:00-04:00
2023-05-04 00:00:00-04:00,304.9263714067471,306.4398708023574,302.09855725530764,304.0999450683594,22519900,0.0,0.0,2023-05-04 00:00:00-04:00
2023-05-05 00:00:00-04:00,304.40865871019247,310.6318502231521,302.96486612451486,309.3175048828125,28181200,0.0,0.0,2023-05-05 00:00:00-04:00
2023-05-08 00:00:00-04:00,308.7997123321143,308.86941936219694,304.7770332722066,307.3260498046875,21318600,0.0,0.0,2023-05-08 00:00:00-04:00
2023-05-09 00:00:00-04:00,306.6788465270002,308.71010453824,304.99609328233043,305.6831359863281,21340800,0.0,0.0,2023-05-09 00:00:00-04:00
2023-05-10 00:00:00-04:00,307.2961929767788,311.6574101597319,306.35028616197326,310.9703674316406,30078000,0.0,0.0,2023-05-10 00:00:00-04:00
2023-05-11 00:00:00-04:00,308.76984871365386,309.78546253900777,304.9463238346647,308.77978515625,31680200,0.0,0.0,2023-05-11 00:00:00-04:00
2023-05-12 00:00:00-04:00,309.2179237796514,309.3175009199185,305.28488502585634,307.64471435546875,19758100,0.0,0.0,2023-05-12 00:00:00-04:00
2023-05-15 00:00:00-04:00,307.7741576406142,308.57071397915166,306.2706248859474,308.1325988769531,16336500,0.0,0.0,2023-05-15 00:00:00-04:00
2023-05-16 00:00:00-04:00,308.50099068993256,312.3643525403203,308.50099068993256,310.4028015136719,26730300,0.0,0.0,2023-05-16 00:00:00-04:00
2023-05-17 00:00:00-04:00,311.6302301486313,313.7656931124367,310.08348657812473,313.33660888671875,24315000,0.68,0.0,2023-05-17 00:00:00-04:00
2023-05-18 00:00:00-04:00,313.86548539076944,318.36596677473517,313.057199129109,317.8470458984375,27276000,0.0,0.0,2023-05-18 00:00:00-04:00
2023-05-19 00:00:00-04:00,316.0707937634649,318.076556855215,315.7015803581998,317.66741943359375,27529500,0.0,0.0,2023-05-19 00:00:00-04:00
2023-05-22 00:00:00-04:00,317.9268985026154,321.90845906749007,317.3381486525212,320.5014343261719,24115700,0.0,0.0,2023-05-22 00:00:00-04:00
2023-05-23 00:00:00-04:00,319.3538441572908,322.0381632015439,314.5839444883277,314.59393310546875,30797200,0.0,0.0,2023-05-23 00:00:00-04:00
2023-05-24 00:00:00-04:00,314.06506582037065,315.83131529349237,311.9495192652871,313.1869201660156,23384900,0.0,0.0,2023-05-24 00:00:00-04:00
2023-05-25 00:00:00-04:00,322.55705391204,326.2093247764874,319.3239090776214,325.2314147949219,43301700,0.0,0.0,2023-05-25 00:00:00-04:00
2023-05-26 00:00:00-04:00,323.33542091436175,332.6956083404374,323.19573253275746,332.18670654296875,36630600,0.0,0.0,2023-05-26 00:00:00-04:00
2023-05-30 00:00:00-04:00,334.52174957320267,335.03065135619255,329.8216787585838,330.5102233886719,29503100,0.0,0.0,2023-05-30 00:00:00-04:00
2023-05-31 00:00:00-04:00,331.5879515619021,335.23023381001576,326.6384090438557,327.6961975097656,45950600,0.0,0.0,2023-05-31 00:00:00-04:00
2023-06-01 00:00:00-04:00,325.241375391409,332.8253243793421,324.0339403780473,331.8773193359375,26773900,0.0,0.0,2023-06-01 00:00:00-04:00
2023-06-02 00:00:00-04:00,333.5438114918064,336.78694503660336,331.84739099482573,334.6913757324219,25864000,0.0,0.0,2023-06-02 00:00:00-04:00
2023-06-05 00:00:00-04:00,334.51177506755585,337.8447149268673,333.9529606272583,335.2302551269531,21307100,0.0,0.0,2023-06-05 00:00:00-04:00
2023-06-06 00:00:00-04:00,334.6215139547864,334.66143797115524,331.46821708298506,332.9750061035156,20396200,0.0,0.0,2023-06-06 00:00:00-04:00
2023-06-07 00:00:00-04:00,330.9492937735992,333.78328985272435,321.81863170876164,322.69677734375,40717100,0.0,0.0,2023-06-07 00:00:00-04:00
2023-06-08 00:00:00-04:00,323.2555964697175,325.94990421152613,322.6668466497434,324.57281494140625,23277700,0.0,0.0,2023-06-08 00:00:00-04:00
2023-06-09 00:00:00-04:00,324.30336355812733,329.29279974544266,323.72460235976354,326.0995788574219,22514900,0.0,0.0,2023-06-09 00:00:00-04:00
2023-06-12 00:00:00-04:00,327.88578441434953,331.3983670801349,324.4730270188725,331.1488952636719,24260300,0.0,0.0,2023-06-12 00:00:00-04:00
2023-06-13 00:00:00-04:00,333.76335263219465,336.2680593964995,329.6919860161042,333.583740234375,22951300,0.0,0.0,2023-06-13 00:00:00-04:00
2023-06-14 00:00:00-04:00,333.6336270011477,338.3237093626871,332.10686069249385,336.6272888183594,26003800,0.0,0.0,2023-06-14 00:00:00-04:00
2023-06-15 00:00:00-04:00,336.7670051079677,349.1008770841443,336.48759789193105,347.36456298828125,38899100,0.0,0.0,2023-06-15 00:00:00-04:00
2023-06-16 00:00:00-04:00,350.5777468219982,350.72742381496835,341.2275484062125,341.6067199707031,46533600,0.0,0.0,2023-06-16 00:00:00-04:00
2023-06-20 00:00:00-04:00,338.59313263768996,341.35726945729306,335.15040931912563,337.3357849121094,26375400,0.0,0.0,2023-06-20 00:00:00-04:00
2023-06-21 00:00:00-04:00,335.65931574908313,337.01645818946224,331.3684129299585,332.8552551269531,25117800,0.0,0.0,2023-06-21 00:00:00-04:00
2023-06-22 00:00:00-04:00,333.41409281699464,339.40141649153355,332.6357419574287,338.9922790527344,23556800,0.0,0.0,2023-06-22 00:00:00-04:00
2023-06-23 00:00:00-04:00,333.65355508938256,337.2459551593805,332.7455045211022,334.3121643066406,23084700,0.0,0.0,2023-06-23 00:00:00-04:00
2023-06-26 00:00:00-04:00,333.01493964849345,335.3998743787694,327.7959782838698,327.90576171875,21520600,0.0,0.0,2023-06-26 00:00:00-04:00
2023-06-27 00:00:00-04:00,331.15886268738234,335.4398077044517,328.604273651623,333.8631591796875,24354100,0.0,0.0,2023-06-27 00:00:00-04:00
2023-06-28 00:00:00-04:00,333.9529536205381,337.26594662786533,333.10474336009975,335.14044189453125,20259500,0.0,0.0,2023-06-28 00:00:00-04:00
2023-06-29 00:00:00-04:00,334.0028240491651,335.3998600714379,331.9172434064326,334.34210205078125,16997000,0.0,0.0,2023-06-29 00:00:00-04:00
